Unnamed: 0,Aggregate,Fridge,Freezer_1,Freezer_2,Washer dryer,Washing Machine,Dish Washer,Computer,Television Site,Eelctric heater,Air temperature,Relative humidity,Wind speed
04-11-2013 09:00,0.859707904,0.03692268,0.013565292,0.028678694,0,0,0,0,0.000810997,0.001,5.777333333,78.06666667,1.902
04-11-2013 10:00,1.337131092,0,0.011635294,0.021285714,0,0,0,0,0,0.001,7.186,73.9625,2.13525
04-11-2013 11:00,1.626900192,0.030456814,0.010834933,0.018028791,0,0,0,0,0,0.001,8.45,72.83,2.33425
04-11-2013 12:00,1.594797127,0.009220826,0.013174147,0.020441652,0,0,0,0,0,0.001,9.5225,65.2075,3.07175
04-11-2013 13:00,1.48449692,0.010796715,0.015825462,0.027741273,0,0.061406571,0,0,0,0.001,9.8525,65.9775,3.54825
04-11-2013 14:00,0.725247772,0.027356506,0.015983957,0.026030303,0,0,0,0,0,0.001,9.6425,70.5,2.92575
04-11-2013 15:00,0.627222621,0.000129264,0.016186715,0.028017953,0,0,0,0,0.021267504,0.001,9.15,74.315,2.52475
04-11-2013 16:00,0.383864818,0.040681109,0.014084922,0.026970537,0,0,0,0,0.030528596,0.001,8.06475,77.4075,2.12775
04-11-2013 17:00,0.469438567,0.000370307,0.013546075,0.027974403,0,0,0,0,0.003813993,0.001,6.9355,81.185,1.47725
04-11-2013 18:00,1.118643581,0.01189527,0.013195946,0.027930743,0,0,0,0,0,0.000998311,6.2235,84.625,1.21275
04-11-2013 19:00,0.574369384,0.028762063,0.010785358,0.027763727,0,0,0,0.027302829,0,0.001,6.0055,83.25,1.28825
04-11-2013 20:00,0.543994889,0,0.00950937,0.020449744,0,0,0,0.022625213,0.01993356,0.001,6.04475,83.15,1.41375
04-11-2013 21:00,0.567621622,0.036501689,0.009412162,0.019256757,0,0,0,0,0.030797297,0.001,5.81875,83.725,1.30325
04-11-2013 22:00,0.648107325,0,0.010344123,0.019502555,0,0,0,0,0.026253833,0.001,5.204,85.7,1.0155
04-11-2013 23:00,0.229744574,0.012747913,0.013078464,0.024659432,0,0,0,0,0,0.001,4.51825,87.55,0.7575
05-11-2013 00:00,0.226796327,0.024626043,0.013081803,0.027831386,0,0,0,0,0,0.000994992,4.86225,86.125,0.93575
05-11-2013 01:00,0.205124789,0,0.013310287,0.027423272,0,0,0,0,0,0.001,5.48525,82.075,0.9885
05-11-2013 02:00,0.212063439,0.032873122,0.012959933,0.027025042,0,0,0,0,0,0.001,5.29675,82.725,0.62675
05-11-2013 03:00,0.198954545,0.004720539,0.012941077,0.026203704,0,0,0,0,0.001518519,0.001,4.849,83.075,0.74225
05-11-2013 04:00,0.199153457,0,0.013608769,0.025946037,0,0,0,0,0,0.001,4.92925,85.6,0.8065
05-11-2013 05:00,0.209443333,0.037403333,0.013411667,0.016675,0,0,0,0,0,0.000998333,4.51075,93.075,0.88575
05-11-2013 06:00,0.221107203,0,0.013348409,0.015827471,0,0,0,0,0,0.001,5.1015,94,0.987
05-11-2013 07:00,0.486137615,0.000280734,0.011605505,0.023581651,0,0,0,0,0,0.001,5.973,94.175,0.9585
05-11-2013 08:00,0.428179054,0.037690878,0.010849662,0.02708277,0,0,0,0,0,0.001,7.26325,92.75,1.01875
05-11-2013 09:00,0.716110887,0,0.005554435,0.032943548,0,0,0,0,0.025641129,0.001,8.02875,92.825,1.15175
05-11-2013 10:00,0.32900321,0.018089888,0.01476565,0.02664366,0,0,0,0,0,0.001,8.9225,92.65,1.27
05-11-2013 11:00,0.611624101,0.020629496,0.013597122,0.026246403,0,0,0,0,0.033816547,0.001,9.34,92.575,2.25725
05-11-2013 12:00,0.561461538,0,0.011769231,0.025796844,0,0,0,0,0.030360947,0.001,10.1175,88.325,2.91275
05-11-2013 13:00,0.42742654,0.014260664,0.023838863,0.024194313,0,0,0,0,0.030654028,0.001,9.6825,83.875,3.10275
05-11-2013 14:00,0.354015936,0,0.014948207,0.0197251,0,0,0,0.021175299,0.030444223,0.001,9.66,79.0925,3.23125
05-11-2013 15:00,0.394897163,0.000184397,0.013666667,0.01862766,0,0,0,0.008067376,0.030911348,0.001,8.9225,77.32,2.95175
05-11-2013 16:00,0.476462025,0.037362869,0.013067511,0.028845992,0,0,0,0.00678692,0.034135021,0.001,8.4825,79.7525,2.80525
05-11-2013 17:00,0.590812367,0,0.014547974,0.025528785,0,0,0,0.005385928,0.00698081,0.001,7.84825,83.3,1.34075
05-11-2013 18:00,0.610696459,0.034376054,0.011868465,0.028789207,0,0,0,0,0,0.001,8.2925,81.2725,2.72525
05-11-2013 19:00,0.590603679,0.003550167,0.011692308,0.028846154,0,0,0,0,0,0.001,8.07825,81.775,2.732
05-11-2013 20:00,0.581468333,0,0.010958333,0.028676667,0,0,0,0,0,0.001,7.345,83,1.12725
05-11-2013 21:00,1.747437396,0.038158598,0.010981636,0.02975793,0,0,0,0,0.004772955,0.000994992,7.31175,80.5925,0.874
05-11-2013 22:00,0.549550167,0,0.011168896,0.025647157,0,0,0,0,0.02937291,0.001,7.47025,80.9475,0.98725
05-11-2013 23:00,0.336135364,0.034099831,0.013675127,0.022221658,0,0,0,0,0,0.001,7.2365,84.575,1.079
06-11-2013 00:00,0.206664418,0.003674536,0.013666105,0.021768971,0,0,0,0,0.006730185,0.001,7.72575,82.675,1.54025
06-11-2013 01:00,0.207553381,0,0.01394306,0.019725979,0,0,0,0,0.009909253,0.001,8.375,79.9275,1.72575
06-11-2013 02:00,0.219002618,0.039659686,0.014206806,0.026876963,0,0,0,0,0,0.001,8.4125,81.475,1.4695
06-11-2013 03:00,0.199738903,0,0.011553525,0.025950392,0,0,0,0,0.00162141,0.000994778,8.1975,83.825,1.15075
06-11-2013 04:00,0.206137157,0.016568579,0.015568579,0.030930175,0,0,0,0,0,0.001,8.2775,83.975,1.203
06-11-2013 05:00,1.211627848,0.017134177,0.014893671,0.027559494,0,0,0.993437975,0,0,0.001,8.3575,84.3,1.21525
06-11-2013 06:00,0.217718204,0,0.012992519,0.026376559,0,0,1.25E-05,0,0,0.001,8.5325,84.5,1.3145
06-11-2013 07:00,0.605749311,0.044848485,0.013716253,0.026371901,0,0,0,0,0,0.000986226,8.5475,85.675,1.3525
06-11-2013 08:00,0.317471264,0.000103448,0.013787356,0.023637931,0,0,0,0,0,0.001,8.8425,85.15,1.484
06-11-2013 09:00,0.317634271,0.009992327,0.016539642,0.015179028,0,0,0,0,0,0.001,9.115,86.15,1.50725
06-11-2013 10:00,0.351819797,0.01271066,0.015614213,0.011812183,0,0,0,0,0,0.001,9.69,85.55,1.318
06-11-2013 11:00,0.371854027,0,0.013706376,0.02441443,0,0,0,0,0,0.001,10.1325,86.525,1.18325
06-11-2013 12:00,0.25069214,0.02880786,0.007427948,0.021303493,0,0,0,0,0,0.001,10.3125,88.825,0.99425
06-11-2013 13:00,0.246476793,0,0.015894515,0.02828481,0,0,0,0,0,0.001,10.5175,89.35,0.78375
06-11-2013 14:00,0.253518931,0.002240535,0.015193764,0.026436526,0,0,0,0,0,0.001,10.345,91.475,0.5085
06-11-2013 15:00,0.223120163,0.033837067,0.012698574,0.028741344,0,0,0,0,0,0.001,9.78,93.225,0.3285
06-11-2013 16:00,0.221023585,0,0.015742925,0.020971698,0,0,0,0,0,0.000997642,9.49,95.275,0.644
06-11-2013 17:00,0.576228111,0.023467742,0.017493088,0.018073733,0,0,0,0,0.001836406,0.001,9.395,96.075,0.735
06-11-2013 18:00,0.732548872,0.018451128,0.014727444,0.019394737,0,0,0,0,0.030477444,0.001,9.6175,96.4,0.71925
06-11-2013 19:00,0.644101036,0.015417098,0.016396373,0.027979275,0,0,0,0,0.030453368,0.001,12.245,95.15,1.61825
06-11-2013 20:00,0.593043928,0.023470284,0.024751938,0.03145478,0,0,0,0,0.030909561,0.001,12.905,93.175,2.24475
06-11-2013 21:00,0.565573566,0.000122195,0.016468828,0.029269327,0,0,0,0,0.030319202,0.001,9.37,95.625,1.5865
06-11-2013 22:00,0.856478372,0.04686514,0.015529262,0.030231552,0,0,0,0.015114504,0.030770992,0.001,9.105,95.425,1.12975
06-11-2013 23:00,0.364304348,0,0.017339674,0.028828804,0,0,0,0.0010625,0.01051087,0.001,9.1575,93.825,1.75125
07-11-2013 00:00,0.223296791,0.034647059,0.011786096,0.027879679,0,0,0,0,0,0.001,8.775,93.5,1.7495
07-11-2013 01:00,0.198233933,0.003696658,0.014362468,0.021791774,0,0,0,0,0,0.001,8.305,91.675,1.6935
07-11-2013 02:00,0.249459103,0,0.01291029,0.106641161,0,0,0,0,0,0.001,7.816,91.275,1.4435
